number,incident_state,active,reassignment_count,reopen_count,sys_mod_count,made_sla,caller_id,opened_by,opened_at,sys_created_by,sys_created_at,sys_updated_by,sys_updated_at,contact_type,location,category,subcategory,u_symptom,cmdb_ci,impact,urgency,priority,assignment_group,assigned_to,knowledge,u_priority_confirmation,notify,problem_id,rfc,vendor,caused_by,closed_code,resolved_by,resolved_at,closed_at
INC0000306,New,TRUE,1,0,3,TRUE,Caller 4554,Opened by  180,29-02-2016 09:18,?,?,Updated by 874,01-03-2016 15:32,Phone,Location 161,Category 53,Subcategory 194,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 174,03-03-2016 01:18,08-03-2016 02:00
INC0000307,Awaiting User Info,TRUE,1,0,4,TRUE,Caller 4554,Opened by  180,29-02-2016 09:18,?,?,Updated by 746,02-03-2016 01:13,Phone,Location 161,Category 53,Subcategory 194,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 174,03-03-2016 01:18,08-03-2016 02:00
INC0000308,Awaiting User Info,TRUE,1,0,5,TRUE,Caller 4554,Opened by  180,29-02-2016 09:18,?,?,Updated by 746,02-03-2016 01:20,Phone,Location 161,Category 53,Subcategory 194,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 174,03-03-2016 01:18,08-03-2016 02:00
INC0000309,Awaiting User Info,TRUE,1,0,7,TRUE,Caller 4554,Opened by  180,29-02-2016 09:18,?,?,Updated by 746,03-03-2016 01:17,Phone,Location 161,Category 53,Subcategory 194,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 174,03-03-2016 01:18,08-03-2016 02:00
INC0000310,Resolved,TRUE,1,0,8,TRUE,Caller 4554,Opened by  180,29-02-2016 09:18,?,?,Updated by 746,03-03-2016 01:18,Phone,Location 161,Category 53,Subcategory 194,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 174,03-03-2016 01:18,08-03-2016 02:00
INC0000311,Closed,FALSE,1,0,9,TRUE,Caller 4554,Opened by  180,29-02-2016 09:18,?,?,Updated by 908,08-03-2016 02:00,Phone,Location 161,Category 53,Subcategory 194,?,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 174,03-03-2016 01:18,08-03-2016 02:00
INC0000312,New,TRUE,0,0,0,TRUE,Caller 5494,Opened by  131,29-02-2016 09:20,Created by 62,29-02-2016 09:31,Updated by 265,29-02-2016 09:31,Phone,Location 161,Category 9,Subcategory 164,Symptom 607,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 89,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 81,01-03-2016 08:50,06-03-2016 09:00
INC0000313,New,TRUE,1,0,1,TRUE,Caller 5494,Opened by  131,29-02-2016 09:20,Created by 62,29-02-2016 09:31,Updated by 746,01-03-2016 00:58,Phone,Location 161,Category 9,Subcategory 164,Symptom 607,?,2 - Medium,2 - Medium,3 - Moderate,Group 62,Resolver 89,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 81,01-03-2016 08:50,06-03-2016 09:00
INC0000314,New,TRUE,2,0,2,TRUE,Caller 5494,Opened by  131,29-02-2016 09:20,Created by 62,29-02-2016 09:31,Updated by 681,01-03-2016 08:38,Phone,Location 161,Category 9,Subcategory 164,Symptom 607,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 81,01-03-2016 08:50,06-03-2016 09:00
INC0000315,New,TRUE,2,0,3,TRUE,Caller 5494,Opened by  131,29-02-2016 09:20,Created by 62,29-02-2016 09:31,Updated by 332,01-03-2016 08:45,Phone,Location 161,Category 9,Subcategory 164,Symptom 607,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 81,01-03-2016 08:50,06-03-2016 09:00
INC0000316,Resolved,TRUE,2,0,4,TRUE,Caller 5494,Opened by  131,29-02-2016 09:20,Created by 62,29-02-2016 09:31,Updated by 332,01-03-2016 08:50,Phone,Location 161,Category 9,Subcategory 164,Symptom 607,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 81,01-03-2016 08:50,06-03-2016 09:00
INC0000317,Closed,FALSE,2,0,5,TRUE,Caller 5494,Opened by  131,29-02-2016 09:20,Created by 62,29-02-2016 09:31,Updated by 908,06-03-2016 09:00,Phone,Location 161,Category 9,Subcategory 164,Symptom 607,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 81,01-03-2016 08:50,06-03-2016 09:00
INC0000318,New,TRUE,0,0,0,TRUE,Caller 1488,Opened by  180,29-02-2016 09:20,Created by 81,29-02-2016 09:23,Updated by 340,29-02-2016 09:23,Phone,Location 108,Category 37,Subcategory 135,Symptom 529,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 106,01-03-2016 12:02,06-03-2016 13:00
INC0000319,New,TRUE,1,0,1,TRUE,Caller 1488,Opened by  180,29-02-2016 09:20,Created by 81,29-02-2016 09:23,Updated by 336,29-02-2016 13:41,Phone,Location 108,Category 37,Subcategory 135,Symptom 529,?,2 - Medium,2 - Medium,3 - Moderate,Group 47,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 106,01-03-2016 12:02,06-03-2016 13:00
INC0000320,Resolved,TRUE,1,0,2,TRUE,Caller 1488,Opened by  180,29-02-2016 09:20,Created by 81,29-02-2016 09:23,Updated by 419,01-03-2016 12:02,Phone,Location 108,Category 37,Subcategory 135,Symptom 529,?,2 - Medium,2 - Medium,3 - Moderate,Group 47,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 106,01-03-2016 12:02,06-03-2016 13:00
INC0000321,Closed,FALSE,1,0,3,TRUE,Caller 1488,Opened by  180,29-02-2016 09:20,Created by 81,29-02-2016 09:23,Updated by 908,06-03-2016 13:00,Phone,Location 108,Category 37,Subcategory 135,Symptom 529,?,2 - Medium,2 - Medium,3 - Moderate,Group 47,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 106,01-03-2016 12:02,06-03-2016 13:00
INC0000322,New,TRUE,0,0,0,TRUE,Caller 3842,Opened by  180,29-02-2016 09:22,Created by 81,29-02-2016 09:31,Updated by 340,29-02-2016 09:31,Phone,Location 161,Category 9,Subcategory 164,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 81,01-03-2016 09:03,06-03-2016 10:00
INC0000323,Active,TRUE,0,0,1,TRUE,Caller 3842,Opened by  180,29-02-2016 09:22,Created by 81,29-02-2016 09:31,Updated by 332,01-03-2016 09:02,Phone,Location 161,Category 9,Subcategory 164,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 81,01-03-2016 09:03,06-03-2016 10:00
INC0000324,Resolved,TRUE,0,0,2,TRUE,Caller 3842,Opened by  180,29-02-2016 09:22,Created by 81,29-02-2016 09:31,Updated by 332,01-03-2016 09:03,Phone,Location 161,Category 9,Subcategory 164,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 81,01-03-2016 09:03,06-03-2016 10:00
INC0000325,Closed,FALSE,0,0,3,TRUE,Caller 3842,Opened by  180,29-02-2016 09:22,Created by 81,29-02-2016 09:31,Updated by 908,06-03-2016 10:00,Phone,Location 161,Category 9,Subcategory 164,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 89,TRUE,FALSE,Do Not Notify,?,?,?,?,code 9,Resolved by 81,01-03-2016 09:03,06-03-2016 10:00
INC0000326,Active,TRUE,0,0,0,TRUE,Caller 1932,Opened by  40,29-02-2016 09:25,Created by 20,29-02-2016 09:28,Updated by 88,29-02-2016 09:28,Phone,Location 93,Category 53,Subcategory 271,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 62,29-02-2016 16:31,05-03-2016 17:00
INC0000327,Resolved,TRUE,0,0,1,TRUE,Caller 1932,Opened by  40,29-02-2016 09:25,Created by 20,29-02-2016 09:28,Updated by 241,29-02-2016 16:31,Phone,Location 93,Category 53,Subcategory 271,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 62,29-02-2016 16:31,05-03-2016 17:00
INC0000328,Closed,FALSE,0,0,2,TRUE,Caller 1932,Opened by  40,29-02-2016 09:25,Created by 20,29-02-2016 09:28,Updated by 908,05-03-2016 17:00,Phone,Location 93,Category 53,Subcategory 271,Symptom 471,?,2 - Medium,2 - Medium,3 - Moderate,Group 23,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 62,29-02-2016 16:31,05-03-2016 17:00
INC0000329,New,TRUE,0,0,0,TRUE,Caller 3113,Opened by  24,29-02-2016 09:27,Created by 13,29-02-2016 09:34,Updated by 60,29-02-2016 09:34,Phone,Location 44,Category 45,Subcategory 47,Symptom 159,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 3,Resolved by 139,01-03-2016 16:50,06-03-2016 17:00
INC0000330,New,TRUE,1,0,1,TRUE,Caller 3113,Opened by  24,29-02-2016 09:27,Created by 13,29-02-2016 09:34,Updated by 451,29-02-2016 11:04,Phone,Location 44,Category 45,Subcategory 47,Symptom 159,?,2 - Medium,2 - Medium,3 - Moderate,Group 22,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 3,Resolved by 139,01-03-2016 16:50,06-03-2016 17:00
INC0000331,New,TRUE,1,0,2,TRUE,Caller 3113,Opened by  24,29-02-2016 09:27,Created by 13,29-02-2016 09:34,Updated by 798,29-02-2016 11:56,Phone,Location 44,Category 45,Subcategory 107,Symptom 226,?,2 - Medium,2 - Medium,3 - Moderate,Group 22,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 3,Resolved by 139,01-03-2016 16:50,06-03-2016 17:00
INC0000332,Resolved,TRUE,1,0,3,TRUE,Caller 3113,Opened by  24,29-02-2016 09:27,Created by 13,29-02-2016 09:34,Updated by 608,01-03-2016 16:50,Phone,Location 44,Category 45,Subcategory 107,Symptom 226,?,2 - Medium,2 - Medium,3 - Moderate,Group 22,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 3,Resolved by 139,01-03-2016 16:50,06-03-2016 17:00
INC0000333,Closed,FALSE,1,0,4,TRUE,Caller 3113,Opened by  24,29-02-2016 09:27,Created by 13,29-02-2016 09:34,Updated by 908,06-03-2016 17:00,Phone,Location 44,Category 45,Subcategory 107,Symptom 226,?,2 - Medium,2 - Medium,3 - Moderate,Group 22,?,TRUE,FALSE,Do Not Notify,?,?,?,?,code 3,Resolved by 139,01-03-2016 16:50,06-03-2016 17:00
INC0000334,New,TRUE,0,0,0,TRUE,Caller 4428,Opened by  180,29-02-2016 09:29,Created by 81,29-02-2016 09:38,Updated by 340,29-02-2016 09:38,Phone,Location 108,Category 53,Subcategory 194,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,02-03-2016 14:56,07-03-2016 15:00
INC0000335,New,TRUE,0,0,1,TRUE,Caller 4428,Opened by  180,29-02-2016 09:29,Created by 81,29-02-2016 09:38,Updated by 451,29-02-2016 10:08,Phone,Location 108,Category 53,Subcategory 194,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,02-03-2016 14:56,07-03-2016 15:00
INC0000336,Resolved,TRUE,0,0,2,TRUE,Caller 4428,Opened by  180,29-02-2016 09:29,Created by 81,29-02-2016 09:38,Updated by 874,02-03-2016 14:56,Phone,Location 108,Category 53,Subcategory 194,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,02-03-2016 14:56,07-03-2016 15:00
INC0000337,Closed,FALSE,0,0,3,TRUE,Caller 4428,Opened by  180,29-02-2016 09:29,Created by 81,29-02-2016 09:38,Updated by 908,07-03-2016 15:00,Phone,Location 108,Category 53,Subcategory 194,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,02-03-2016 14:56,07-03-2016 15:00
INC0000338,Active,TRUE,0,0,0,TRUE,Caller 4907,Opened by  40,29-02-2016 09:30,Created by 20,29-02-2016 09:39,Updated by 88,29-02-2016 09:39,Phone,Location 108,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 159,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 143,29-02-2016 11:05,05-03-2016 12:00
INC0000339,Active,TRUE,0,0,1,TRUE,Caller 4907,Opened by  40,29-02-2016 09:30,Created by 20,29-02-2016 09:39,Updated by 614,29-02-2016 11:04,Phone,Location 108,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 159,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 143,29-02-2016 11:05,05-03-2016 12:00
INC0000340,Resolved,TRUE,0,0,2,TRUE,Caller 4907,Opened by  40,29-02-2016 09:30,Created by 20,29-02-2016 09:39,Updated by 614,29-02-2016 11:05,Phone,Location 108,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 159,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 143,29-02-2016 11:05,05-03-2016 12:00
INC0000341,Closed,FALSE,0,0,3,TRUE,Caller 4907,Opened by  40,29-02-2016 09:30,Created by 20,29-02-2016 09:39,Updated by 908,05-03-2016 12:00,Phone,Location 108,Category 53,Subcategory 271,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 33,Resolver 159,TRUE,FALSE,Do Not Notify,?,?,?,?,code 7,Resolved by 143,29-02-2016 11:05,05-03-2016 12:00
INC0000342,New,TRUE,0,0,0,TRUE,Caller 154,Opened by  131,29-02-2016 09:31,Created by 62,29-02-2016 09:35,Updated by 265,29-02-2016 09:35,Phone,Location 108,Category 9,Subcategory 164,Symptom 607,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 170,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 153,01-03-2016 08:32,06-03-2016 09:00
INC0000343,New,TRUE,0,0,1,TRUE,Caller 154,Opened by  131,29-02-2016 09:31,Created by 62,29-02-2016 09:35,Updated by 451,29-02-2016 10:08,Phone,Location 108,Category 9,Subcategory 164,Symptom 607,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 170,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 153,01-03-2016 08:32,06-03-2016 09:00
INC0000344,New,TRUE,1,0,2,TRUE,Caller 154,Opened by  131,29-02-2016 09:31,Created by 62,29-02-2016 09:35,Updated by 746,01-03-2016 01:28,Phone,Location 108,Category 9,Subcategory 164,Symptom 607,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 153,01-03-2016 08:32,06-03-2016 09:00
INC0000345,Active,TRUE,1,0,3,TRUE,Caller 154,Opened by  131,29-02-2016 09:31,Created by 62,29-02-2016 09:35,Updated by 881,01-03-2016 08:27,Phone,Location 108,Category 9,Subcategory 164,Symptom 607,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 153,01-03-2016 08:32,06-03-2016 09:00
INC0000346,Active,TRUE,1,0,4,TRUE,Caller 154,Opened by  131,29-02-2016 09:31,Created by 62,29-02-2016 09:35,Updated by 881,01-03-2016 08:30,Phone,Location 108,Category 9,Subcategory 164,Symptom 607,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 153,01-03-2016 08:32,06-03-2016 09:00
INC0000347,Resolved,TRUE,1,0,5,TRUE,Caller 154,Opened by  131,29-02-2016 09:31,Created by 62,29-02-2016 09:35,Updated by 881,01-03-2016 08:32,Phone,Location 108,Category 9,Subcategory 164,Symptom 607,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,TRUE,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 153,01-03-2016 08:32,06-03-2016 09:00
INC0000348,Closed,FALSE,1,0,6,TRUE,Caller 154,Opened by  131,29-02-2016 09:31,Created by 62,29-02-2016 09:35,Updated by 908,06-03-2016 09:00,Phone,Location 108,Category 9,Subcategory 164,Symptom 607,?,2 - Medium,2 - Medium,3 - Moderate,Group 27,Resolver 170,TRUE,TRUE,Do Not Notify,Problem ID  2,?,?,?,code 11,Resolved by 153,01-03-2016 08:32,06-03-2016 09:00
INC0000349,New,TRUE,0,0,0,TRUE,Caller 3754,Opened by  180,29-02-2016 09:31,Created by 81,29-02-2016 09:42,Updated by 340,29-02-2016 09:42,Phone,Location 142,Category 53,Subcategory 127,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,02-03-2016 14:57,07-03-2016 15:00
INC0000350,New,TRUE,0,0,1,TRUE,Caller 3754,Opened by  180,29-02-2016 09:31,Created by 81,29-02-2016 09:42,Updated by 451,29-02-2016 10:08,Phone,Location 142,Category 53,Subcategory 127,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,02-03-2016 14:57,07-03-2016 15:00
INC0000351,Resolved,TRUE,0,0,2,TRUE,Caller 3754,Opened by  180,29-02-2016 09:31,Created by 81,29-02-2016 09:42,Updated by 874,02-03-2016 14:57,Phone,Location 142,Category 53,Subcategory 127,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,02-03-2016 14:57,07-03-2016 15:00
INC0000352,Closed,FALSE,0,0,3,TRUE,Caller 3754,Opened by  180,29-02-2016 09:31,Created by 81,29-02-2016 09:42,Updated by 908,07-03-2016 15:00,Phone,Location 142,Category 53,Subcategory 127,Symptom 470,?,2 - Medium,2 - Medium,3 - Moderate,Group 54,?,TRUE,FALSE,Do Not Notify,Problem ID  2,?,?,?,code 7,Resolved by 208,02-03-2016 14:57,07-03-2016 15:00
INC0000353,New,TRUE,0,0,0,TRUE,Caller 4539,Opened by  131,29-02-2016 09:36,Created by 62,29-02-2016 09:40,Updated by 265,29-02-2016 09:40,Phone,Location 36,Category 44,Subcategory 54,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 12,Resolver 99,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 89,11-03-2016 12:15,24-03-2016 18:50
INC0000354,New,TRUE,0,0,1,TRUE,Caller 4539,Opened by  131,29-02-2016 09:36,Created by 62,29-02-2016 09:40,Updated by 653,29-02-2016 10:02,Phone,Location 36,Category 44,Subcategory 54,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 12,Resolver 99,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 89,11-03-2016 12:15,24-03-2016 18:50
INC0000355,New,TRUE,1,0,2,TRUE,Caller 4539,Opened by  131,29-02-2016 09:36,Created by 62,29-02-2016 09:40,Updated by 653,29-02-2016 10:02,Phone,Location 36,Category 44,Subcategory 54,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 99,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 89,11-03-2016 12:15,24-03-2016 18:50
INC0000356,Active,TRUE,1,0,4,TRUE,Caller 4539,Opened by  131,29-02-2016 09:36,Created by 62,29-02-2016 09:40,Updated by 723,29-02-2016 13:40,Phone,Location 36,Category 44,Subcategory 54,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 186,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 89,11-03-2016 12:15,24-03-2016 18:50
INC0000357,Active,TRUE,2,0,6,TRUE,Caller 4539,Opened by  131,29-02-2016 09:36,Created by 62,29-02-2016 09:40,Updated by 750,04-03-2016 14:57,Phone,Location 36,Category 44,Subcategory 54,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 99,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 89,11-03-2016 12:15,24-03-2016 18:50
INC0000358,Resolved,TRUE,2,0,9,TRUE,Caller 4539,Opened by  131,29-02-2016 09:36,Created by 62,29-02-2016 09:40,Updated by 344,11-03-2016 12:15,Phone,Location 36,Category 44,Subcategory 54,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 99,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 89,11-03-2016 12:15,24-03-2016 18:50
INC0000359,Closed,FALSE,2,0,10,FALSE,Caller 4539,Opened by  131,29-02-2016 09:36,Created by 62,29-02-2016 09:40,Updated by 908,24-03-2016 18:50,Phone,Location 36,Category 44,Subcategory 54,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 39,Resolver 99,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 89,11-03-2016 12:15,24-03-2016 18:50
INC0000360,New,TRUE,0,0,0,TRUE,Caller 5340,Opened by  180,29-02-2016 09:40,Created by 81,29-02-2016 09:48,Updated by 340,29-02-2016 09:48,Phone,Location 229,Category 23,Subcategory 75,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 253,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 231,22-03-2016 13:30,27-03-2016 13:59
INC0000361,Awaiting User Info,TRUE,0,0,1,TRUE,Caller 5340,Opened by  180,29-02-2016 09:40,Created by 81,29-02-2016 09:48,Updated by 60,29-02-2016 12:32,Phone,Location 229,Category 23,Subcategory 75,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 253,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 231,22-03-2016 13:30,27-03-2016 13:59
INC0000362,Awaiting User Info,TRUE,0,0,2,TRUE,Caller 5340,Opened by  180,29-02-2016 09:40,Created by 81,29-02-2016 09:48,Updated by 727,03-03-2016 04:24,Phone,Location 229,Category 23,Subcategory 75,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 253,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 231,22-03-2016 13:30,27-03-2016 13:59
INC0000363,Awaiting User Info,TRUE,0,0,3,TRUE,Caller 5340,Opened by  180,29-02-2016 09:40,Created by 81,29-02-2016 09:48,Updated by 750,03-03-2016 14:24,Phone,Location 229,Category 23,Subcategory 75,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 253,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 231,22-03-2016 13:30,27-03-2016 13:59
INC0000364,Awaiting User Info,TRUE,0,0,4,TRUE,Caller 5340,Opened by  180,29-02-2016 09:40,Created by 81,29-02-2016 09:48,Updated by 727,04-03-2016 11:19,Phone,Location 229,Category 23,Subcategory 75,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 253,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 231,22-03-2016 13:30,27-03-2016 13:59
INC0000365,Awaiting User Info,TRUE,0,0,5,TRUE,Caller 5340,Opened by  180,29-02-2016 09:40,Created by 81,29-02-2016 09:48,Updated by 727,04-03-2016 13:48,Phone,Location 229,Category 23,Subcategory 75,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 253,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 231,22-03-2016 13:30,27-03-2016 13:59
INC0000366,Awaiting User Info,TRUE,0,0,7,TRUE,Caller 5340,Opened by  180,29-02-2016 09:40,Created by 81,29-02-2016 09:48,Updated by 135,09-03-2016 10:58,Phone,Location 229,Category 23,Subcategory 75,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 70,Resolver 253,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 231,22-03-2016 13:30,27-03-2016 13:59
INC0000367,Awaiting User Info,TRUE,1,0,8,TRUE,Caller 5340,Opened by  180,29-02-2016 09:40,Created by 81,29-02-2016 09:48,Updated by 135,09-03-2016 11:13,Phone,Location 229,Category 23,Subcategory 75,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 29,Resolver 253,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 231,22-03-2016 13:30,27-03-2016 13:59
INC0000368,Awaiting User Info,TRUE,2,0,13,TRUE,Caller 5340,Opened by  180,29-02-2016 09:40,Created by 81,29-02-2016 09:48,Updated by 135,22-03-2016 12:31,Phone,Location 229,Category 23,Subcategory 75,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 231,22-03-2016 13:30,27-03-2016 13:59
INC0000369,Awaiting User Info,TRUE,2,0,14,TRUE,Caller 5340,Opened by  180,29-02-2016 09:40,Created by 81,29-02-2016 09:48,Updated by 994,22-03-2016 13:15,Phone,Location 229,Category 23,Subcategory 75,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 231,22-03-2016 13:30,27-03-2016 13:59
INC0000370,Awaiting User Info,TRUE,2,0,15,TRUE,Caller 5340,Opened by  180,29-02-2016 09:40,Created by 81,29-02-2016 09:48,Updated by 994,22-03-2016 13:18,Phone,Location 229,Category 23,Subcategory 75,Symptom 4,?,2 - Medium,2 - Medium,3 - Moderate,Group 24,Resolver 253,TRUE,FALSE,Do Not Notify,?,?,?,?,code 6,Resolved by 231,22-03-2016 13:30,27-03-2016 13:59
